,Country Name,Continent,Country Code,years,Population,CO2,GDP/cap,AE,CO2_abs,CO2_abs_new
291,Comoros,Africa,COM,2010,689696,0.246485411,1316.491213,69.80770874,170.0000018,0.017
292,Comoros,Africa,COM,2015,777435,0.244393419,1242.585608,74.57198334,189.9999976,0.019
293,Comoros,Africa,COM,2019,850891,0.376076363,1404.433187,84.29777527,319.9999928,0.031999999
294,Cabo Verde,Africa,CPV,1990,337953,0.295899134,908.0881284,,100,0.01
295,Cabo Verde,Africa,CPV,1995,386288,0.310649049,1261.103098,,120,0.012
296,Cabo Verde,Africa,CPV,2000,428178,0.513805006,1259.353067,58.42232895,220,0.022
297,Cabo Verde,Africa,CPV,2005,463034,0.950254188,2099.148417,67,439.9999976,0.044
298,Cabo Verde,Africa,CPV,2010,492644,1.096126252,3378.323433,81.09999847,540.0000215,0.054000002
299,Cabo Verde,Africa,CPV,2015,524740,0.952852841,3043.031382,86.35784149,500,0.05
300,Cabo Verde,Africa,CPV,2019,549936,1.181955675,3603.775241,91.40000153,649.9999762,0.064999998
301,Costa Rica,Americas,CRI,1990,3119436,0.920038109,1831.000151,,2870,0.287
302,Costa Rica,Americas,CRI,1995,3545524,1.35664009,3265.693381,,4810,0.481
303,Costa Rica,Americas,CRI,2000,3962369,1.249252657,3789.053886,96.94000244,4950,0.495
304,Costa Rica,Americas,CRI,2005,4285504,1.463071784,4676.379366,99.05305481,6269.999981,0.626999998
305,Costa Rica,Americas,CRI,2010,4577371,1.553293393,8227.127494,98.99573517,7110.000134,0.711000013
306,Costa Rica,Americas,CRI,2015,4847805,1.55534308,11642.77805,99.4098053,7539.999962,0.753999996
307,Costa Rica,Americas,CRI,2019,5047561,1.632471558,12762.13801,99.70999908,8239.999771,0.823999977
308,Cuba,Americas,CUB,1990,10596986,3.361333119,2703.168294,,35620,3.562
309,Cuba,Americas,CUB,1995,10888246,2.128901202,2794.738808,,23180,2.318
310,Cuba,Americas,CUB,2000,11126423,2.547988693,2747.100303,97,28350,2.835
311,Cuba,Americas,CUB,2005,11261586,2.337148577,3786.66345,96.78825378,26319.99969,2.631999969
312,Cuba,Americas,CUB,2010,11225833,2.504045857,5305.883578,97.55664825,28110.00061,2.811000061
313,Cuba,Americas,CUB,2015,11324777,2.579300156,7694.014637,98.68345642,29209.99908,2.920999908
314,Cuba,Americas,CUB,2019,11333484,2.286146065,9125.878679,99.80000305,25909.99985,2.590999985
315,Curacao,Americas,CUW,1990,145400,,,100,,0
316,Curacao,Americas,CUW,1995,145139,,,100,,0
317,Curacao,Americas,CUW,2000,133860,,,100,,0
318,Curacao,Americas,CUW,2005,137658,,,100,,0
319,Curacao,Americas,CUW,2010,148703,,,100,,0
320,Curacao,Americas,CUW,2015,157980,,19260.26985,100,,0
321,Curacao,Americas,CUW,2019,157441,,19024.17723,100,,0
322,Cayman Islands,Americas,CYM,1990,25307,,,99.84692383,,0
323,Cayman Islands,Americas,CYM,1995,32161,,,100,,0
324,Cayman Islands,Americas,CYM,2000,42305,,,100,,0
325,Cayman Islands,Americas,CYM,2005,49261,,,100,,0
326,Cayman Islands,Americas,CYM,2010,56672,,73351.75776,100,,0
327,Cayman Islands,Americas,CYM,2015,61721,,76284.1943,100,,0
328,Cayman Islands,Americas,CYM,2019,64948,,91513.04267,100,,0
329,Cyprus,Asia,CYP,1990,766616,5.987352208,9641.575195,100,4590,0.459
330,Cyprus,Asia,CYP,1995,855391,6.838977731,15261.41016,100,5850,0.585
331,Cyprus,Asia,CYP,2000,943288,7.55866713,14388.34766,100,7130,0.713
332,Cyprus,Asia,CYP,2005,1027657,7.687389951,24959.25977,100,7900.000095,0.79000001
333,Cyprus,Asia,CYP,2010,1112617,7.100376945,31023.63867,100,7900.000095,0.79000001
334,Cyprus,Asia,CYP,2015,1160987,5.900152116,23408.33594,100,6849.999905,0.684999991
335,Cyprus,Asia,CYP,2019,1198574,5.998795283,29206.07617,100,7190.000057,0.719000006
336,Czech Republic,Europe,CZE,1990,10333355,14.53545339,3941.503094,100,150200,15.02
337,Czech Republic,Europe,CZE,1995,10327253,12.12132597,5824.121291,100,125180,12.518
338,Czech Republic,Europe,CZE,2000,10255063,12.01065269,6029.038193,100,123170,12.317
339,Czech Republic,Europe,CZE,2005,10211216,11.750804,13430.6699,100,119989.9979,11.99899979
340,Czech Republic,Europe,CZE,2010,10474410,10.71659406,19960.06849,100,112250,11.225
341,Czech Republic,Europe,CZE,2015,10546059,9.400668002,17829.69832,100,99139.99939,9.913999939
342,Czech Republic,Europe,CZE,2019,10671870,9.022786158,23660.14881,100,96290.00092,9.629000092
343,Germany,Europe,DEU,1990,79433029,12.02660923,22303.96133,100,955310,95.531
344,Germany,Europe,DEU,1995,81678051,10.70862967,31658.34938,100,874660,87.466
345,Germany,Europe,DEU,2000,82211508,10.09931602,23694.76048,100,830280,83.028
346,Germany,Europe,DEU,2005,82469422,9.729424378,34520.23965,100,802380.0049,80.23800049
347,Germany,Europe,DEU,2010,81776930,9.453399722,41572.45595,100,773070.0073,77.30700073
348,Germany,Europe,DEU,2015,81686611,9.087290909,41103.25644,100,742309.9976,74.23099976
349,Germany,Europe,DEU,2019,83092962,7.911621016,46794.89929,100,657400.0244,65.74000244
350,Djibouti,Africa,DJI,1990,590393,0.457322495,766.1474429,,270,0.027
351,Djibouti,Africa,DJI,1995,630385,0.507626292,789.5555265,,320,0.032
352,Djibouti,Africa,DJI,2000,717577,0.515624107,768.1835703,56.37995148,370,0.037
353,Djibouti,Africa,DJI,2005,783248,0.548995985,904.7366795,56.25354767,430.0000072,0.043000001
354,Djibouti,Africa,DJI,2010,840194,0.618904659,1343.275125,56.17995071,519.9999809,0.051999998
355,Djibouti,Africa,DJI,2015,913998,0.503283386,2652.513228,57.57856369,460.0000083,0.046000001
356,Djibouti,Africa,DJI,2019,973557,0.431407701,3172.750685,61.21192932,419.9999869,0.041999999
357,Dominica,Americas,DMA,1990,70422,0.852006475,2860.322479,,60,0.006
358,Dominica,Americas,DMA,1995,71105,1.40637086,3860.800538,,100,0.01
359,Dominica,Americas,DMA,2000,69650,1.866475233,4787.801441,80.95181274,130,0.013
360,Dominica,Americas,DMA,2005,70580,2.266931091,5160.889141,87.53647614,159.9999964,0.016
361,Dominica,Americas,DMA,2010,70877,2.539610976,6967.364955,94.17394257,180.0000072,0.018000001
362,Dominica,Americas,DMA,2015,71175,2.528977972,7597.288894,99.82901764,180.0000072,0.018000001
363,Dominica,Americas,DMA,2019,71808,2.367424267,8516.280039,100,170.0000018,0.017
364,Denmark,Europe,DNK,1990,5140939,10.13239021,26891.44645,100,52090,5.209
365,Denmark,Europe,DNK,1995,5233373,11.46488125,35351.36546,100,60000,6
366,Denmark,Europe,DNK,2000,5339616,9.850895645,30743.54768,100,52600,5.26
367,Denmark,Europe,DNK,2005,5419432,9.262963492,48799.8256,100,50200.00076,5.020000076
368,Denmark,Europe,DNK,2010,5547683,8.673891232,58041.39844,100,48119.99893,4.811999893
369,Denmark,Europe,DNK,2015,5683483,5.929462754,53254.85637,100,33700.00076,3.370000076
370,Denmark,Europe,DNK,2019,5814422,5.107988509,59775.7351,100,29700.00076,2.970000076
371,Dominican Republic,Americas,DOM,1990,7133491,1.101844805,991.6148411,,7860,0.786
372,Dominican Republic,Americas,DOM,1995,7819239,1.514213851,2127.748089,84.79090881,11840,1.184
373,Dominican Republic,Americas,DOM,2000,8471317,2.20390761,2869.178139,88.76493073,18670,1.867
374,Dominican Republic,Americas,DOM,2005,9097262,2.054464358,3932.784407,90.14122772,18690.00053,1.869000053
375,Dominican Republic,Americas,DOM,2010,9695117,2.133032567,5555.392014,98.14541626,20680.00031,2.068000031
376,Dominican Republic,Americas,DOM,2015,10281675,2.294373257,6921.520594,98.56036377,23590.00015,2.359000015
377,Dominican Republic,Americas,DOM,2019,10738957,2.535627952,8282.117131,99,27229.99954,2.722999954
378,Algeria,Africa,DZA,1990,25758872,2.443429976,2408.822985,,62940,6.294
379,Algeria,Africa,DZA,1995,28757788,2.658062574,1452.278434,,76440,7.644
380,Algeria,Africa,DZA,2000,31042238,2.578744484,1765.027146,98.97309875,80050,8.005
381,Algeria,Africa,DZA,2005,33149720,2.841351373,3113.094883,98.88961029,94190.00244,9.419000244
382,Algeria,Africa,DZA,2010,35977451,3.173654529,4480.786318,98.8589325,114180.0003,11.41800003
383,Algeria,Africa,DZA,2015,39728020,3.933495912,4177.889542,99.18666077,156270.0043,15.62700043
384,Algeria,Africa,DZA,2019,43053054,3.977650459,3989.668276,99.5,171250,17.125
385,Ecuador,Americas,ECU,1990,10230931,1.507194213,1489.529946,,15420,1.542
386,Ecuador,Americas,ECU,1995,11455205,1.826244052,2132.906783,89.830167,20920,2.092
387,Ecuador,Americas,ECU,2000,12681123,1.738804994,1445.279324,93.73226166,22050,2.205
388,Ecuador,Americas,ECU,2005,13825839,2.041105738,3002.138604,95.83264923,28219.99931,2.821999931
389,Ecuador,Americas,ECU,2010,15011114,2.481494711,4633.591284,97.46214294,37250,3.725
390,Ecuador,Americas,ECU,2015,16212022,2.56106243,6124.490887,98.82588196,41520.00046,4.152000046
391,Ecuador,Americas,ECU,2019,17373657,2.261469817,6222.524653,99.08999634,39290.00092,3.929000092
392,"Egypt, Arab Rep.",Africa,EGY,1990,56134478,1.563210403,765.6420055,,87750,8.775
393,"Egypt, Arab Rep.",Africa,EGY,1995,62334025,1.503512728,965.1108694,95.5,93720,9.372
394,"Egypt, Arab Rep.",Africa,EGY,2000,68831561,1.665079192,1450.476242,97.69999695,114610,11.461
395,"Egypt, Arab Rep.",Africa,EGY,2005,75523576,2.147938562,1186.393313,99.40000153,162220.0012,16.22200012
396,"Egypt, Arab Rep.",Africa,EGY,2010,82761244,2.42033575,2645.968759,99.39455414,200309.9976,20.03099976
397,"Egypt, Arab Rep.",Africa,EGY,2015,92442549,2.44779056,3562.932658,99.30000305,226279.9988,22.62799988
398,"Egypt, Arab Rep.",Africa,EGY,2019,100388076,2.484059911,3019.092283,100,249369.9951,24.93699951
399,Eritrea,Africa,ERI,1990,2258649,,,,,0
400,Eritrea,Africa,ERI,1995,2204227,0.362939026,262.2305348,22.9,800,0.08
401,Eritrea,Africa,ERI,2000,2292413,0.279181805,308.1341868,29.25451088,640,0.064
402,Eritrea,Africa,ERI,2005,2826653,0.212265186,388.5959475,34.69240952,600.0000238,0.060000002
403,Eritrea,Africa,ERI,2010,3170437,0.157706966,501.355317,40.18312073,500,0.05
404,Eritrea,Africa,ERI,2015,,0.194446714,,46.03224182,649.9999762,0.064999998
405,Eritrea,Africa,ERI,2019,,0.251635846,,50.93699265,879.9999952,0.088
406,Spain,Europe,ESP,1990,38867322,5.530352721,13804.87679,100,214950,21.495
407,Spain,Europe,ESP,1995,39724050,6.05602903,15471.96272,100,240570,24.057
408,Spain,Europe,ESP,2000,40567864,7.230107062,14749.68742,100,293310,29.331
409,Spain,Europe,ESP,2005,43653155,8.029202013,26429.15094,100,350500,35.05
410,Spain,Europe,ESP,2010,46576897,5.866642426,30532.48051,100,273250,27.325
411,Spain,Europe,ESP,2015,46444832,5.51794436,25742.36883,100,256279.9988,25.62799988
412,Spain,Europe,ESP,2019,47134837,5.09135092,29554.49052,100,239979.9957,23.99799957
413,Estonia,Europe,EST,1990,1569174,22.4831663,,100,35280,3.528
414,Estonia,Europe,EST,1995,1436634,11.31812278,3134.389753,100,16260,1.626
415,Estonia,Europe,EST,2000,1396985,10.68014331,4070.609024,100,14920,1.492
416,Estonia,Europe,EST,2005,1354775,12.71797866,10412.64431,100,17229.99954,1.722999954
417,Estonia,Europe,EST,2010,1331475,14.26988866,14663.04461,100,19000,1.9
418,Estonia,Europe,EST,2015,1315407,11.81383402,17402.03761,100,15539.99996,1.553999996
419,Estonia,Europe,EST,2019,1326855,7.672277909,23397.87826,100,10180.00031,1.018000031
420,Ethiopia,Africa,ETH,1990,47887864,0.048237691,254.2432622,,2310,0.231
421,Ethiopia,Africa,ETH,1995,57047906,0.045049857,134.3429602,,2570,0.257
422,Ethiopia,Africa,ETH,2000,66224809,0.053756289,124.4607909,12.69999981,3560,0.356
423,Ethiopia,Africa,ETH,2005,76346310,0.066145963,162.4327286,14,5050.000191,0.505000019
424,Ethiopia,Africa,ETH,2010,87639962,0.073824767,341.5541227,25.4099369,6469.99979,0.646999979
425,Ethiopia,Africa,ETH,2015,100835453,0.127832027,640.5419231,29,12890.00034,1.289000034
426,Ethiopia,Africa,ETH,2019,112078727,0.163813429,855.7608852,48.063591,18360.00061,1.836000061
427,Finland,Europe,FIN,1990,4986431,10.94169357,28364.64508,100,54560,5.456
428,Finland,Europe,FIN,1995,5107790,10.98126587,26271.59981,100,56090,5.609
429,Finland,Europe,FIN,2000,5176209,10.64485611,24345.91482,100,55100,5.51
430,Finland,Europe,FIN,2005,5246096,10.57167065,39054.85044,100,55459.99908,5.545999908
431,Finland,Europe,FIN,2010,5363352,11.65875348,46505.30318,100,62529.99878,6.252999878
432,Finland,Europe,FIN,2015,5479531,7.814537356,42801.90812,100,42819.99969,4.281999969
433,Finland,Europe,FIN,2019,5521606,7.372854761,48628.64176,100,40709.99908,4.070999908
434,Fiji,Oceania,FJI,1990,728575,0.947054181,1835.123058,,690,0.069
435,Fiji,Oceania,FJI,1995,775428,0.915623372,2540.980879,,710,0.071
436,Fiji,Oceania,FJI,2000,811011,0.998753408,2069.317455,75.72492218,810,0.081
437,Fiji,Oceania,FJI,2005,821606,1.570095596,3627.632856,82.05135345,1289.999962,0.128999996
438,Fiji,Oceania,FJI,2010,859816,1.349125821,3652.535933,89.24858093,1159.999967,0.115999997
439,Fiji,Oceania,FJI,2015,868632,1.588704993,5390.714207,95.16824341,1379.999995,0.138
440,Fiji,Oceania,FJI,2019,889955,1.831553275,6175.890653,99.71588135,1629.999995,0.163
441,France,Europe,FRA,1990,58235716,6.117208209,21793.83554,100,356240,35.624
442,France,Europe,FRA,1995,59541904,5.915833662,26890.21762,100,352240,35.224
443,France,Europe,FRA,2000,60912500,6.125507901,22419.69482,100,373120,37.312
444,France,Europe,FRA,2005,63179356,6.025069386,34773.15015,100,380660.0037,38.06600037
445,France,Europe,FRA,2010,65027505,5.348198409,40677.98514,100,347779.9988,34.77799988
446,France,Europe,FRA,2015,66548272,4.677807228,36652.92231,100,311299.9878,31.12999878
447,France,Europe,FRA,2019,67248926,4.468770089,40578.64429,100,300519.989,30.0519989
448,Faroe Islands,Europe,FRO,1990,47276,,,100,,0
449,Faroe Islands,Europe,FRO,1995,45625,,,100,,0
450,Faroe Islands,Europe,FRO,2000,46738,,22856.73883,100,,0
451,Faroe Islands,Europe,FRO,2005,47731,,36756.12167,100,,0
452,Faroe Islands,Europe,FRO,2010,47803,,48578.59681,100,,0
453,Faroe Islands,Europe,FRO,2015,48055,,53310.26201,100,,0
454,Faroe Islands,Europe,FRO,2019,48677,,67153.68194,100,,0
455,"Micronesia, Fed. Sts.",Oceania,FSM,1990,96304,,1528.493105,,,0
456,"Micronesia, Fed. Sts.",Oceania,FSM,1995,107535,1.115915748,2060.494723,,120,0.012
457,"Micronesia, Fed. Sts.",Oceania,FSM,2000,107405,1.210371957,2171.889577,46,130,0.013
458,"Micronesia, Fed. Sts.",Oceania,FSM,2005,106135,1.507513981,2358.1467,55.36571884,159.9999964,0.016
459,"Micronesia, Fed. Sts.",Oceania,FSM,2010,102916,1.068832829,2885.305492,64.53151703,109.9999994,0.011
460,"Micronesia, Fed. Sts.",Oceania,FSM,2015,108886,1.377587623,2906.617012,73.9390564,150.000006,0.015000001
461,"Micronesia, Fed. Sts.",Oceania,FSM,2019,113811,1.581569507,3624.249092,81.2767334,180.0000072,0.018000001
462,Gabon,Africa,GAB,1990,949493,4.318093972,6268.918008,,4100,0.41
463,Gabon,Africa,GAB,1995,1084951,4.802060185,4570.571304,,5210,0.521
464,Gabon,Africa,GAB,2000,1228359,4.949693046,4135.99238,73.59999847,6080,0.608
465,Gabon,Africa,GAB,2005,1390550,4.357987805,6891.36192,81.59999847,6059.999943,0.605999994
466,Gabon,Africa,GAB,2010,1624146,3.546479337,8849.322608,89.46172333,5760.000229,0.576000023
467,Gabon,Africa,GAB,2015,1947690,3.142183759,7384.700704,87.37686157,6119.999886,0.611999989
468,Gabon,Africa,GAB,2019,2172578,2.416484011,7766.996554,90.72629547,5250,0.525
469,United Kingdom,Europe,GBR,1990,57247586,9.812990193,19095.467,100,561770,56.177
470,United Kingdom,Europe,GBR,1995,58019030,9.079951871,23206.56856,100,526810,52.681
471,United Kingdom,Europe,GBR,2000,58892514,9.014558285,28223.06757,100,530890,53.089
472,United Kingdom,Europe,GBR,2005,60401206,8.955450044,42132.09072,100,540919.9829,54.09199829
473,United Kingdom,Europe,GBR,2010,62766365,7.686282334,39688.61497,100,482440.0024,48.24400024
474,United Kingdom,Europe,GBR,2015,65116219,6.159448333,45404.56777,100,401079.9866,40.10799866
475,United Kingdom,Europe,GBR,2019,66836327,5.220514488,43070.49836,100,348920.0134,34.89200134
476,Georgia,Asia,GEO,1990,4802000,6.974177426,1614.640122,,33490,3.349
477,Georgia,Asia,GEO,1995,4657722,1.756223321,578.3446099,,8180,0.818
478,Georgia,Asia,GEO,2000,4077131,1.169940333,749.908535,99.81181335,4770,0.477
479,Georgia,Asia,GEO,2005,3902469,1.086491596,1642.760938,97.93505096,4239.999771,0.423999977
480,Georgia,Asia,GEO,2010,3786695,1.404919111,3233.295943,100,5320.000172,0.532000017
481,Georgia,Asia,GEO,2015,3725276,2.469615623,4014.185944,100,9199.999809,0.919999981
482,Georgia,Asia,GEO,2019,3720161,2.717624226,4696.150586,100,10109.99966,1.010999966
483,Ghana,Africa,GHA,1990,14773274,0.188854549,398.6370811,,2790,0.279
484,Ghana,Africa,GHA,1995,17014058,0.218054975,379.9879849,32.4504509,3710,0.371
485,Ghana,Africa,GHA,2000,19278850,0.297735601,258.4710399,43.70000076,5740,0.574
486,Ghana,Africa,GHA,2005,21814648,0.322718935,492.5440562,41.25,7039.999962,0.703999996
487,Ghana,Africa,GHA,2010,24779614,0.451580867,1299.345212,64.19999695,11189.99958,1.118999958
488,Ghana,Africa,GHA,2015,27849203,0.566623028,1774.074771,74.07884216,15779.99973,1.577999973
489,Ghana,Africa,GHA,2019,30417858,0.658823541,2246.625578,83.5,20040.00092,2.004000092
490,Gibraltar,Europe,GIB,1990,29149,,,100,,0
491,Gibraltar,Europe,GIB,1995,28688,,,100,,0
492,Gibraltar,Europe,GIB,2000,31081,,,100,,0
493,Gibraltar,Europe,GIB,2005,33222,,,100,,0
494,Gibraltar,Europe,GIB,2010,33585,,,100,,0
495,Gibraltar,Europe,GIB,2015,33742,,,100,,0
496,Gibraltar,Europe,GIB,2019,33706,,,100,,0
497,Guinea,Africa,GIN,1990,6352282,0.157423742,419.8098708,,1000,0.1
498,Guinea,Africa,GIN,1995,7269631,0.159567934,508.1015161,,1160,0.116
499,Guinea,Africa,GIN,2000,8240735,0.180809115,363.4822793,15.1462574,1490,0.149
500,Guinea,Africa,GIN,2005,9109585,0.200887312,322.41554,20.20000076,1830.000043,0.183000004
501,Guinea,Africa,GIN,2010,10192168,0.245286381,672.4249304,27.95562363,2500,0.25
502,Guinea,Africa,GIN,2015,11432096,0.222181476,769.2554754,34.745121,2539.999962,0.253999996
503,Guinea,Africa,GIN,2019,12771246,0.309288541,1052.588091,42.20000076,3950.000048,0.395000005
504,"Gambia, The",Africa,GMB,1990,955595,0.198829002,331.8177403,,190,0.019
505,"Gambia, The",Africa,GMB,1995,1128577,0.194935747,696.4495843,19.92144394,220,0.022
506,"Gambia, The",Africa,GMB,2000,1317708,0.182134433,594.1493885,34.29999924,240,0.024
507,"Gambia, The",Africa,GMB,2005,1543745,0.213765883,665.7202157,30.45626831,330.0000131,0.033000001
508,"Gambia, The",Africa,GMB,2010,1793199,0.245371539,860.6364339,46.65527725,439.9999976,0.044
509,"Gambia, The",Africa,GMB,2015,2085860,0.254091824,660.7235712,54.56198883,529.9999714,0.052999997
510,"Gambia, The",Africa,GMB,2019,2347696,0.247050718,772.5055883,62.09999847,579.9999833,0.057999998
511,Guinea-Bissau,Africa,GNB,1990,975265,0.174311597,250.149442,,170,0.017
512,Guinea-Bissau,Africa,GNB,1995,1088850,0.165312026,233.2432587,,180,0.018
513,Guinea-Bissau,Africa,GNB,2000,1201305,0.12486421,308.9103184,,150,0.015
514,Guinea-Bissau,Africa,GNB,2005,1344931,0.156141834,436.4752202,5.26066637,209.9999934,0.020999999
515,Guinea-Bissau,Africa,GNB,2010,1522603,0.157624801,558.1746681,6,239.9999946,0.023999999
516,Guinea-Bissau,Africa,GNB,2015,1737207,0.16117826,603.3993815,20.05315399,280.0000012,0.028
517,Guinea-Bissau,Africa,GNB,2019,1920917,0.171792958,749.453747,30.96155739,330.0000131,0.033000001
518,Equatorial Guinea,Africa,GNQ,1990,419188,0.143133868,267.4680729,,60,0.006
519,Equatorial Guinea,Africa,GNQ,1995,496768,2.214313321,285.5525482,,1100,0.11
520,Equatorial Guinea,Africa,GNQ,2000,606180,3.662278531,1725.557584,65.55956268,2220,0.222
521,Equatorial Guinea,Africa,GNQ,2005,749527,11.10033354,10963.40638,65.56535339,8319.999695,0.83199997
522,Equatorial Guinea,Africa,GNQ,2010,943640,10.54427516,17288.84128,66.15726471,9949.999809,0.994999981
523,Equatorial Guinea,Africa,GNQ,2015,1168575,5.622232353,11283.39802,66.04097748,6570.000172,0.657000017
524,Equatorial Guinea,Africa,GNQ,2019,1355982,3.945480032,8380.741122,66.60004425,5349.999905,0.534999991
525,Greece,Europe,GRC,1990,10196792,7.416057913,9600.185235,100,75620,7.562
526,Greece,Europe,GRC,1995,10562153,7.842151122,12959.32429,100,82830,8.283
527,Greece,Europe,GRC,2000,10805808,8.741595261,12072.92936,100,94460,9.446
528,Greece,Europe,GRC,2005,10987314,9.278882623,22560.14729,100,101949.9969,10.19499969
529,Greece,Europe,GRC,2010,11121341,7.874949777,26716.64883,100,87580.00183,8.758000183
530,Greece,Europe,GRC,2015,10820883,6.28506954,18083.87791,100,68010.00214,6.801000214
531,Greece,Europe,GRC,2019,10721582,5.59618907,19133.75776,100,60000,6
532,Grenada,Americas,GRD,1990,96328,1.141931733,2886.998204,,110,0.011
533,Grenada,Americas,GRD,1995,100286,1.695151866,3411.96696,,170,0.017
534,Grenada,Americas,GRD,2000,102837,2.042066571,5056.977259,86.0422287,210,0.021
535,Grenada,Americas,GRD,2005,104658,2.388732825,6645.985549,87.63703918,250,0.025
536,Grenada,Americas,GRD,2010,106227,2.730002651,7258.166561,89.28466034,289.9999917,0.028999999
537,Grenada,Americas,GRD,2015,109603,2.463436318,9096.538652,91.29068756,270.0000107,0.027000001
538,Grenada,Americas,GRD,2019,112002,2.946376075,10834.49568,93.12096405,330.0000131,0.033000001
539,Greenland,Americas,GRL,1990,55600,,18326.80512,100,,0
540,Greenland,Americas,GRL,1995,55800,,21665.7019,100,,0
541,Greenland,Americas,GRL,2000,56200,,19004.10729,100,,0
542,Greenland,Americas,GRL,2005,56935,,32489.78191,100,,0
543,Greenland,Americas,GRL,2010,56905,,43988.33249,100,,0
544,Greenland,Americas,GRL,2015,56114,,44536.40131,100,,0
545,Greenland,Americas,GRL,2019,56225,,53256.24409,100,,0
546,Guatemala,Americas,GTM,1990,9050115,0.434248626,845.3069621,,3930,0.393
547,Guatemala,Americas,GTM,1995,10286786,0.617296792,1424.682543,60.8,6350,0.635
548,Guatemala,Americas,GTM,2000,11589761,0.81278639,1664.298958,73.31820679,9420,0.942
549,Guatemala,Americas,GTM,2005,12948292,0.890464915,2068.500129,78.38920593,11529.99973,1.152999973
550,Guatemala,Americas,GTM,2010,14259687,0.802261619,2852.547327,84.27571106,11439.99958,1.143999958
551,Guatemala,Americas,GTM,2015,15567419,1.049628082,3994.636913,90.52062225,16340.00015,1.634000015
552,Guatemala,Americas,GTM,2019,16604026,1.162970924,4638.634943,95.74200439,19309.99947,1.930999947
553,Guam,Oceania,GUM,1990,130480,,,99.84430695,,0
554,Guam,Oceania,GUM,1995,145559,,,100,,0
555,Guam,Oceania,GUM,2000,155323,,,100,,0
556,Guam,Oceania,GUM,2005,158406,,26596.21479,100,,0
557,Guam,Oceania,GUM,2010,159439,,31040.0843,100,,0
558,Guam,Oceania,GUM,2015,161851,,35829.25036,100,,0
559,Guam,Oceania,GUM,2019,167295,,38040.58699,100,,0
560,Guyana,Americas,GUY,1990,743306,1.574048911,533.5383588,,1170,0.117
561,Guyana,Americas,GUY,1995,761298,2.009725495,816.5354249,71.35198212,1530,0.153
562,Guyana,Americas,GUY,2000,746718,2.22306145,954.4003181,74.51728058,1660,0.166
563,Guyana,Americas,GUY,2005,746156,1.983499455,1105.506825,77.5,1480.000019,0.148000002
564,Guyana,Americas,GUY,2010,749430,2.348451477,4580.698762,83.09162903,1759.99999,0.175999999
565,Guyana,Americas,GUY,2015,767433,2.710334223,5576.825852,88.00383759,2079.999924,0.207999992
566,Guyana,Americas,GUY,2019,782775,3.640892855,6609.51128,91.91575623,2849.999905,0.284999991
567,"Hong Kong SAR, China",Asia,HKG,1990,5704500,,13485.54489,100,,0
568,"Hong Kong SAR, China",Asia,HKG,1995,6156100,,23497.49231,100,,0
569,"Hong Kong SAR, China",Asia,HKG,2000,6665000,,25756.66378,100,,0
570,"Hong Kong SAR, China",Asia,HKG,2005,6813200,,26649.7508,100,,0
571,"Hong Kong SAR, China",Asia,HKG,2010,7024200,,32549.99823,100,,0
572,"Hong Kong SAR, China",Asia,HKG,2015,7291300,,42431.88828,100,,0
573,"Hong Kong SAR, China",Asia,HKG,2019,7507900,,48356.0635,100,,0
574,Honduras,Americas,HND,1990,4955302,0.494419916,993.4832532,,2450,0.245
575,Honduras,Americas,HND,1995,5709010,0.677875849,936.6676543,66.122022,3870,0.387
576,Honduras,Americas,HND,2000,6574510,0.758991925,1093.1081,67.38335419,4990,0.499
577,Honduras,Americas,HND,2005,7458982,0.934443841,1308.09197,68.90331268,6969.99979,0.696999979
578,Honduras,Americas,HND,2010,8317467,0.983472529,1904.347152,80.98466492,8180.000305,0.818000031
579,Honduras,Americas,HND,2015,9112904,1.089663658,2302.204411,89.98171234,9930.000305,0.993000031
580,Honduras,Americas,HND,2019,9746115,1.048622992,2574.356751,91.09999847,10220.00027,1.022000027
581,Croatia,Europe,HRV,1990,4777368,4.257574464,,100,20340,2.034
582,Croatia,Europe,HRV,1995,4620030,3.346298617,4917.085371,100,15460,1.546
583,Croatia,Europe,HRV,2000,4468302,4.037327826,4887.713716,100,18040,1.804
584,Croatia,Europe,HRV,2005,4310145,4.976630894,10621.50746,100,21450.00076,2.145000076
585,Croatia,Europe,HRV,2010,4295427,4.530399209,14067.52312,100,19459.99908,1.945999908
586,Croatia,Europe,HRV,2015,4203604,3.948992432,11933.37738,100,16600.00038,1.660000038
587,Croatia,Europe,HRV,2019,4065253,4.063707833,15311.7669,100,16520.00046,1.652000046
588,Haiti,Americas,HTI,1990,7037915,0.144929287,439.944188,,1020,0.102
589,Haiti,Americas,HTI,1995,7744509,0.11621137,363.2655445,31.3,900,0.09
590,Haiti,Americas,HTI,2000,8463802,0.173680812,805.0256325,33.70000076,1470,0.147
591,Haiti,Americas,HTI,2005,9195289,0.184877283,781.2766578,34.58800507,1700.000048,0.170000005
592,Haiti,Americas,HTI,2010,9949318,0.247253132,1191.972664,37.0556221,2460.000038,0.246000004
593,Haiti,Americas,HTI,2015,10695540,0.30666988,1386.854191,40.83628464,3279.999971,0.327999997
594,Haiti,Americas,HTI,2019,11263079,0.294768414,1312.770636,45.99023438,3319.999933,0.331999993
595,Hungary,Europe,HUN,1990,10373988,6.498947174,,100,67420,6.742
596,Hungary,Europe,HUN,1995,10328965,5.56009242,4494.707624,100,57430,5.743
